Index,Aspect_Outer,Aspect_Inner
0,0.4423076923076923,0.07692307692307693
1,0.4423076923076923,0.07692307692307693
2,0.5098039215686274,0.09803921568627451
3,0.5510204081632653,0.10204081632653061
4,0.6170212765957447,0.10638297872340426
5,0.6304347826086957,0.13043478260869565
6,0.4782608695652174,0.08695652173913043
7,0.36,0.02
8,0.3877551020408163,0.02040816326530612
9,0.4,0.04
10,0.34,0.0
11,0.32,0.02
12,0.29411764705882354,0.0196078431372549
13,0.29411764705882354,0.0196078431372549
14,0.34615384615384615,0.038461538461538464
15,0.37735849056603776,0.05660377358490566
16,0.4528301886792453,0.09433962264150944
17,0.5098039215686274,0.13725490196078433
18,0.4807692307692308,0.11538461538461539
19,0.4423076923076923,0.09615384615384616
20,0.4528301886792453,0.11320754716981132
21,0.4716981132075472,0.1320754716981132
22,0.5094339622641509,0.1320754716981132
23,0.5384615384615384,0.15384615384615385
24,0.5192307692307693,0.15384615384615385
25,0.48,0.12
26,0.4166666666666667,0.041666666666666664
27,0.3673469387755102,0.04081632653061224
28,0.3958333333333333,0.020833333333333332
29,0.42,0.04
30,0.46,0.06
31,0.46938775510204084,0.061224489795918366
32,0.4489795918367347,0.04081632653061224
33,0.4166666666666667,0.041666666666666664
34,0.3958333333333333,0.041666666666666664
35,0.3877551020408163,0.02040816326530612
36,0.3877551020408163,0.02040816326530612
37,0.4,0.04
38,0.44,0.06
39,0.47058823529411764,0.0784313725490196
40,0.47058823529411764,0.0784313725490196
41,0.43137254901960786,0.058823529411764705
42,0.45098039215686275,0.058823529411764705
43,0.36538461538461536,0.019230769230769232
44,0.3,0.02
45,0.28,0.02
46,0.29411764705882354,0.0196078431372549
47,0.3076923076923077,0.0
48,0.37254901960784315,0.058823529411764705
49,0.43137254901960786,0.09803921568627451
50,0.46,0.1
51,0.5306122448979592,0.12244897959183673
52,0.5217391304347826,0.10869565217391304
53,0.3541666666666667,0.020833333333333332
54,0.3617021276595745,0.02127659574468085
55,0.3541666666666667,0.020833333333333332
56,0.3541666666666667,0.020833333333333332
57,0.3877551020408163,0.02040816326530612
58,0.3958333333333333,0.0625
59,0.3673469387755102,0.04081632653061224
60,0.32653061224489793,0.02040816326530612
61,0.30612244897959184,0.02040816326530612
62,0.4,0.04
63,0.4230769230769231,0.07692307692307693
64,0.40384615384615385,0.07692307692307693
65,0.40384615384615385,0.07692307692307693
66,0.40384615384615385,0.057692307692307696
67,0.40384615384615385,0.07692307692307693
68,0.43137254901960786,0.0784313725490196
69,0.4423076923076923,0.09615384615384616
70,0.4423076923076923,0.07692307692307693
71,0.46153846153846156,0.11538461538461539
72,0.4230769230769231,0.07692307692307693
73,0.43137254901960786,0.0784313725490196
74,0.43137254901960786,0.0784313725490196
75,0.46,0.06
76,0.3541666666666667,0.041666666666666664
77,0.3125,0.020833333333333332
